主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
[選修]整合醫學暨中醫學現代進展,5/1/2024,三,16:30,5/1/2024,17:20,FALSE,FALSE,5/10/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Urology]:FERGU_lec_23, Clinical pharmacology in urology,黃子豪",5/2/2024,四,9:00,5/2/2024,9:50,FALSE,FALSE,5/11/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃子豪
"[Urology]:FERGU_lec_19, SKILL-泌尿學臨床技巧,魏子鈞",5/2/2024,四,10:10,5/2/2024,11:00,FALSE,FALSE,5/11/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,魏子鈞
"[Urology]:FERGU_lec_33, 尿路結石,邱文祥",5/2/2024,四,11:10,5/2/2024,12:00,FALSE,FALSE,5/11/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,邱文祥
[選修]藥理學實驗,5/2/2024,四,13:20,5/2/2024,14:10,FALSE,FALSE,5/11/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/2/2024,四,14:20,5/2/2024,15:10,FALSE,FALSE,5/11/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/2/2024,四,15:30,5/2/2024,16:20,FALSE,FALSE,5/11/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/2/2024,四,16:30,5/2/2024,17:20,FALSE,FALSE,5/11/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Urology]:FERGU_lec_29, 尿路感染和性病,黃奕燊",5/3/2024,五,9:00,5/3/2024,9:50,FALSE,FALSE,5/12/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃奕燊
"[Urology]:FERGU_lec_37, 泌尿道系統放射腫瘤學,劉裕明",5/3/2024,五,10:10,5/3/2024,11:00,FALSE,FALSE,5/12/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉裕明
"[Urology]:FERGU_lec_31, 攝護腺腫廇,吳東霖",5/3/2024,五,11:10,5/3/2024,12:00,FALSE,FALSE,5/12/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳東霖
PBL-FERGU02-II,5/3/2024,五,13:20,5/3/2024,14:10,FALSE,FALSE,5/12/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU02-II,5/3/2024,五,14:20,5/3/2024,15:10,FALSE,FALSE,5/12/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Urology]:FERGU_lec_24, 小兒泌尿科學,范玉華",5/6/2024,一,10:10,5/6/2024,11:00,FALSE,FALSE,5/15/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,范玉華
"[Pharmacology]:Hema_lec_21, Prescription writing and safe use of drugs,張豫立",5/6/2024,一,11:10,5/6/2024,12:00,FALSE,FALSE,5/15/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張豫立
PBL-FERGU02-III,5/6/2024,一,13:20,5/6/2024,14:10,FALSE,FALSE,5/15/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU02-III,5/6/2024,一,14:20,5/6/2024,15:10,FALSE,FALSE,5/15/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:Hema_lec_19, Anti-neoplastic drugs (1),李新城",5/7/2024,二,10:10,5/7/2024,11:00,FALSE,FALSE,5/16/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李新城
"[Pharmacology]:Hema_lec_20, Anti-neoplastic drugs (2),李新城",5/7/2024,二,11:10,5/7/2024,12:00,FALSE,FALSE,5/16/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李新城
"[Pathology&Laboratory]:Hema_lec_68, Gross pathology of the diseases,李芬瑤",5/7/2024,二,13:20,5/7/2024,14:10,FALSE,FALSE,5/16/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤
"[Pathology&Laboratory]:Hema_lec_69, Gross pathology of the diseases,李芬瑤",5/7/2024,二,14:20,5/7/2024,15:10,FALSE,FALSE,5/16/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤
"[Pathology&Laboratory]:Hema_lec_70, Gross pathology of the diseases,李芬瑤",5/7/2024,二,15:30,5/7/2024,16:20,FALSE,FALSE,5/16/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤
"[Pathology&Laboratory]:Hema_lec_70+1, Gross pathology of the diseases,李芬瑤",5/7/2024,二,16:30,5/7/2024,17:20,FALSE,FALSE,5/16/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤
"[Hematology]:Hema_lec_48, Introduction of Hematology,蕭樑材",5/8/2024,三,10:10,5/8/2024,11:00,FALSE,FALSE,5/17/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蕭樑材
"[Hematology]:Hema_lec_09, Clinical skill in Hematology PB and bone marrow morphology,許德麟",5/8/2024,三,11:10,5/8/2024,12:00,FALSE,FALSE,5/17/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許德麟
"[Urology]:FERGU_lec_45, PBL-FERGU02--Case Wrapup,許自翔",5/8/2024,三,13:20,5/8/2024,14:10,FALSE,FALSE,5/17/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許自翔
[選修]整合醫學暨中醫學現代進展,5/8/2024,三,15:30,5/8/2024,16:20,FALSE,FALSE,5/17/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,5/8/2024,三,16:30,5/8/2024,17:20,FALSE,FALSE,5/17/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/9/2024,四,13:20,5/9/2024,14:10,FALSE,FALSE,5/18/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/9/2024,四,14:20,5/9/2024,15:10,FALSE,FALSE,5/18/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/9/2024,四,15:30,5/9/2024,16:20,FALSE,FALSE,5/18/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/9/2024,四,16:30,5/9/2024,17:20,FALSE,FALSE,5/18/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Urology]:FERGU_lec_50, 泌尿學區段考試,總醫師",5/10/2024,五,10:10,5/10/2024,11:00,FALSE,FALSE,5/19/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,總醫師
"[Urology]:FERGU_lec_51, 泌尿學區段考試,總醫師",5/10/2024,五,11:10,5/10/2024,12:00,FALSE,FALSE,5/19/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,總醫師
"[Hematology]:Hema_lec_10, CML, Myeloproliferative neoplasms,柯博伸",5/10/2024,五,13:20,5/10/2024,14:10,FALSE,FALSE,5/19/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,柯博伸
"[Hematology]:Hema_lec_03, Aplastic anemia, MDS,高志平",5/10/2024,五,14:20,5/10/2024,15:10,FALSE,FALSE,5/19/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,高志平
"[Introduction to Surgery]:Hema_lec_36, Minimal Invasive Surgery,藍苑慈",5/10/2024,五,15:30,5/10/2024,16:20,FALSE,FALSE,5/19/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,藍苑慈
"[Introduction to Surgery]:Hema_lec_38, 肝膽胰手術,王心儀",5/10/2024,五,16:30,5/10/2024,17:20,FALSE,FALSE,5/19/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王心儀
"[Radiotherapy]:Hema_lec_28, Radiotherapy in hematologic malignalcy,陳一瑋",5/13/2024,一,9:00,5/13/2024,9:50,FALSE,FALSE,5/22/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳一瑋
"[Hematology]:Hema_lec_01, Anemia (IDA, megaloblastic anemia, hemolytic anemia, hemoglobinopathy),王浩元",5/13/2024,一,10:10,5/13/2024,11:00,FALSE,FALSE,5/22/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王浩元
"[Hematology]:Hema_lec_12, Myeloma, CLL and other lymphoproliferative disorders,劉嘉仁",5/13/2024,一,11:10,5/13/2024,12:00,FALSE,FALSE,5/22/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉嘉仁
PBL-Onco-I,5/13/2024,一,13:20,5/13/2024,14:10,FALSE,FALSE,5/22/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Onco-I,5/13/2024,一,14:20,5/13/2024,15:10,FALSE,FALSE,5/22/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pathology&Laboratory]:Hema_lec_72, 病理學及實驗期末考試,病理助教",5/14/2024,二,13:20,5/14/2024,14:10,FALSE,FALSE,5/23/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,病理助教
"[Pathology&Laboratory]:Hema_lec_72, 病理學及實驗期末考試,病理助教",5/14/2024,二,14:20,5/14/2024,15:10,FALSE,FALSE,5/23/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,病理助教
"[Hematology]:Hema_lec_11, Lymphoma,蕭樑材",5/15/2024,三,10:10,5/15/2024,11:00,FALSE,FALSE,5/24/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蕭樑材
"[Hematology]:Hema_lec_08, Acute Leukemia (AML and ALL),蔡淳光",5/15/2024,三,11:10,5/15/2024,12:00,FALSE,FALSE,5/24/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡淳光
"[Hematology]:Hema_lec_07, Hemostasis,林庭安",5/15/2024,三,13:20,5/15/2024,14:10,FALSE,FALSE,5/24/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林庭安
"[Hematology]:Hema_lec_05, Thrombosis,陳玟均",5/15/2024,三,14:20,5/15/2024,15:10,FALSE,FALSE,5/24/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳玟均
[選修]整合醫學暨中醫學現代進展,5/15/2024,三,15:30,5/15/2024,16:20,FALSE,FALSE,5/24/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,5/15/2024,三,16:30,5/15/2024,17:20,FALSE,FALSE,5/24/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nuclear medicine]:Hema_lec_16, Nuclear medicine in oncology(I),王昱豐",5/16/2024,四,9:00,5/16/2024,9:50,FALSE,FALSE,5/25/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王昱豐
"[Hematology]:Hema_lec_14, Hematopoiesis and stem cell transplantation,劉耀中",5/16/2024,四,10:10,5/16/2024,11:00,FALSE,FALSE,5/25/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉耀中
"[Hematology]:Hema_lec_06, Transfusion medicine,簡聖軒",5/16/2024,四,11:10,5/16/2024,12:00,FALSE,FALSE,5/25/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,簡聖軒
基礎臨床技能訓練課程,5/16/2024,四,13:20,5/16/2024,14:10,FALSE,FALSE,5/25/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/16/2024,四,14:20,5/16/2024,15:10,FALSE,FALSE,5/25/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/16/2024,四,15:30,5/16/2024,16:20,FALSE,FALSE,5/25/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,5/16/2024,四,16:30,5/16/2024,17:20,FALSE,FALSE,5/25/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nuclear medicine]:Hema_lec_17, Nuclear medicine in oncology(II),王昱豐",5/17/2024,五,9:00,5/17/2024,9:50,FALSE,FALSE,5/26/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王昱豐
"[Medical Oncology]:Hema_lec_40, Introduction of Medical Oncology,陳博明",5/17/2024,五,10:10,5/17/2024,11:00,FALSE,FALSE,5/26/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳博明
"[Medical Oncology]:Hema_lec_33, Cancer Epidemiology and Screening,陳三奇",5/17/2024,五,11:10,5/17/2024,12:00,FALSE,FALSE,5/26/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳三奇
PBL-Onco-II,5/17/2024,五,13:20,5/17/2024,14:10,FALSE,FALSE,5/26/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Onco-II,5/17/2024,五,14:20,5/17/2024,15:10,FALSE,FALSE,5/26/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Introduction to Surgery]:Hema_lec_61, Breast,蔡宜芳",5/20/2024,一,9:00,5/20/2024,9:50,FALSE,FALSE,5/29/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡宜芳
"[Medical Oncology]:Hema_lec_39, Cancer Biology : Carcinogenesis, Cancer Invasion and Metastasis,楊慕華",5/20/2024,一,10:10,5/20/2024,11:00,FALSE,FALSE,5/29/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊慕華
"[Medical Oncology]:Hema_lec_13, Cancer Therapy: Hormonal Therapy and Chemotherapy,劉峻宇",5/20/2024,一,11:10,5/20/2024,12:00,FALSE,FALSE,5/29/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉峻宇
PBL-Onco-III,5/20/2024,一,13:20,5/20/2024,14:10,FALSE,FALSE,5/29/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-Onco-III,5/20/2024,一,14:20,5/20/2024,15:10,FALSE,FALSE,5/29/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Medical Oncology]:Hema_lec_24, Cancer Therapy: Immunotherapy,姜乃榕",5/21/2024,二,9:00,5/21/2024,9:50,FALSE,FALSE,5/30/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,姜乃榕
"[Medical Oncology]:Hema_lec_67, Nanomedicine to precision Medicine:  Bioinformatics at medicine,鄧豪偉",5/21/2024,二,10:10,5/21/2024,11:00,FALSE,FALSE,5/30/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,鄧豪偉
"[Medical Oncology]:Hema_lec_30, Cancer Therapy: Target Therapy,洪逸平",5/21/2024,二,11:10,5/21/2024,12:00,FALSE,FALSE,5/30/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪逸平
"[Medical Oncology]:Hema_lec_41, Clinical Trial in Oncology,陳明晃",5/21/2024,二,13:20,5/21/2024,14:10,FALSE,FALSE,5/30/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳明晃
"[Medical Oncology]:Hema_lec_34, Palliative Care and Hospice Medicine,趙大中",5/21/2024,二,14:20,5/21/2024,15:10,FALSE,FALSE,5/30/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,趙大中
"[Imaging Diagnosis]:Hema_lec_04, Radiology in oncology,凌憬峰",5/21/2024,二,15:30,5/21/2024,16:20,FALSE,FALSE,5/30/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,凌憬峰
"[Rehabilitation Medicine]:Hema_lec_64, Cancer rehabilitation,蔡泊意",5/21/2024,二,16:30,5/21/2024,17:20,FALSE,FALSE,5/30/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡泊意
"[Radiotherapy]:Hema_lec_29, Radiotherapy in head and neck cancer,黃品逸",5/22/2024,三,9:00,5/22/2024,9:50,FALSE,FALSE,5/31/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃品逸
"[Pharmacology]:Hema_lec_22, Pharmacogenetics,黃自強",5/22/2024,三,10:10,5/22/2024,11:00,FALSE,FALSE,5/31/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃自強
"[Pharmacology]:Hema_lec_23, Pharmacogenetics,黃自強",5/22/2024,三,11:10,5/22/2024,12:00,FALSE,FALSE,5/31/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃自強
[選修]整合醫學暨中醫學現代進展,5/22/2024,三,15:30,5/22/2024,16:20,FALSE,FALSE,5/31/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,5/22/2024,三,16:30,5/22/2024,17:20,FALSE,FALSE,5/31/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Medical Oncology]:Hema_lec_32, Multi-discipline Team Work in Oncology,顏厥全",5/23/2024,四,9:00,5/23/2024,9:50,FALSE,FALSE,6/1/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,顏厥全
"[Medical Oncology]:Hema_lec_26, Nanomedicine to Precision Medicine: Clinical Application,陳天華",5/23/2024,四,10:10,5/23/2024,11:00,FALSE,FALSE,6/1/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳天華
"[Medical Oncology]:Hema_lec_37, PBL-Oncology01--Case Wrapup,高昀婕",5/23/2024,四,11:10,5/23/2024,12:00,FALSE,FALSE,6/1/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,高昀婕
[選修]藥理學實驗,5/23/2024,四,13:20,5/23/2024,14:10,FALSE,FALSE,6/1/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/23/2024,四,14:20,5/23/2024,15:10,FALSE,FALSE,6/1/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/23/2024,四,15:30,5/23/2024,16:20,FALSE,FALSE,6/1/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/23/2024,四,16:30,5/23/2024,17:20,FALSE,FALSE,6/1/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:Hema_lec_46, 藥理學期末考(2),嚴錦城 許馨文",5/24/2024,五,13:20,5/24/2024,14:10,FALSE,FALSE,6/2/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
"[Pharmacology]:Hema_lec_47, 藥理學期末考(2),嚴錦城 許馨文",5/24/2024,五,14:20,5/24/2024,15:10,FALSE,FALSE,6/2/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
"[Introduction to Surgery]:Hema_lec_50, 外科概論考試(2),外科部總醫師",5/27/2024,一,13:20,5/27/2024,14:10,FALSE,FALSE,6/5/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,外科部總醫師
"[Introduction to Surgery]:Hema_lec_50, 外科概論考試(2),外科部總醫師",5/27/2024,一,14:20,5/27/2024,15:10,FALSE,FALSE,6/5/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,外科部總醫師
[選修]整合醫學暨中醫學現代進展,5/29/2024,三,15:30,5/29/2024,16:20,FALSE,FALSE,6/7/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,5/29/2024,三,16:30,5/29/2024,17:20,FALSE,FALSE,6/7/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/30/2024,四,13:20,5/30/2024,14:10,FALSE,FALSE,6/8/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/30/2024,四,14:20,5/30/2024,15:10,FALSE,FALSE,6/8/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/30/2024,四,15:30,5/30/2024,16:20,FALSE,FALSE,6/8/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,5/30/2024,四,16:30,5/30/2024,17:20,FALSE,FALSE,6/8/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Hematology]:Hema_lec_42, 血液學區段考試,林庭安",5/31/2024,五,13:20,5/31/2024,14:10,FALSE,FALSE,6/9/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林庭安
"[Hematology]:Hema_lec_43, 血液學區段考試,林庭安",5/31/2024,五,14:20,5/31/2024,15:10,FALSE,FALSE,6/9/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林庭安
"[國考(選)]:國考_01, 基礎醫學總論,-",6/3/2024,一,8:00,6/3/2024,8:50,FALSE,FALSE,6/12/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/3/2024,一,9:00,6/3/2024,9:50,FALSE,FALSE,6/12/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/3/2024,一,10:10,6/3/2024,11:00,FALSE,FALSE,6/12/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/3/2024,一,11:10,6/3/2024,12:00,FALSE,FALSE,6/12/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/3/2024,一,13:20,6/3/2024,14:10,FALSE,FALSE,6/12/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/3/2024,一,14:20,6/3/2024,15:10,FALSE,FALSE,6/12/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_07, 基礎醫學總論,-",6/3/2024,一,15:30,6/3/2024,16:20,FALSE,FALSE,6/12/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/3/2024,一,16:30,6/3/2024,17:20,FALSE,FALSE,6/12/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/4/2024,二,8:00,6/4/2024,8:50,FALSE,FALSE,6/13/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/4/2024,二,9:00,6/4/2024,9:50,FALSE,FALSE,6/13/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/4/2024,二,10:10,6/4/2024,11:00,FALSE,FALSE,6/13/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/4/2024,二,11:10,6/4/2024,12:00,FALSE,FALSE,6/13/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Medical Oncology]:Hema_lec_44, 醫學腫瘤學區段考試,CR/楊慕華",6/4/2024,二,13:20,6/4/2024,14:10,FALSE,FALSE,6/13/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,CR/楊慕華
"[Medical Oncology]:Hema_lec_45, 醫學腫瘤學區段考試,CR/楊慕華",6/4/2024,二,14:20,6/4/2024,15:10,FALSE,FALSE,6/13/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,CR/楊慕華
"[國考(選)]:國考_07, 基礎醫學總論,-",6/4/2024,二,15:30,6/4/2024,16:20,FALSE,FALSE,6/13/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_08, 基礎醫學總論,-",6/4/2024,二,16:30,6/4/2024,17:20,FALSE,FALSE,6/13/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_01, 基礎醫學總論,-",6/5/2024,三,8:00,6/5/2024,8:50,FALSE,FALSE,6/14/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_02, 基礎醫學總論,-",6/5/2024,三,9:00,6/5/2024,9:50,FALSE,FALSE,6/14/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_03, 基礎醫學總論,-",6/5/2024,三,10:10,6/5/2024,11:00,FALSE,FALSE,6/14/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_04, 基礎醫學總論,-",6/5/2024,三,11:10,6/5/2024,12:00,FALSE,FALSE,6/14/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_05, 基礎醫學總論,-",6/5/2024,三,13:20,6/5/2024,14:10,FALSE,FALSE,6/14/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[國考(選)]:國考_06, 基礎醫學總論,-",6/5/2024,三,14:20,6/5/2024,15:10,FALSE,FALSE,6/14/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
[選修]整合醫學暨中醫學現代進展,6/5/2024,三,15:30,6/5/2024,16:20,FALSE,FALSE,6/14/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
